car,price,body,mileage,engV,engType,registration,year,model,drive
Volkswagen,8400,van,143,1.6,Diesel,yes,2011,Caddy ����.,front
Volvo,19000,crossover,227,2.3,Gas,yes,2009,XC90,full
VAZ,3600,hatch,114,1.6,Gas,yes,2010,2113,front
Land Rover,45000,crossover,80,5.0,Petrol,yes,2010,Range Rover,full
Mitsubishi,4800,sedan,247,2.0,Gas,yes,1998,Galant,front
Porsche,54900,crossover,56,3.0,Diesel,yes,2012,Cayenne,full
Nissan,16500,hatch,40,,Other,yes,2014,Leaf,front
Volkswagen,2600,sedan,280,2.5,Diesel,no,2000,Passat B5,front
Skoda,5500,hatch,85,1.2,Petrol,yes,2007,Fabia,front
Land Rover,28999,crossover,139,3.6,Diesel,yes,2008,Range Rover Sport,full
Volkswagen,11500,van,70,2.0,Diesel,yes,2013,Caddy ����.,front
BMW,13700,sedan,276,3.0,Diesel,yes,2004,530,rear
Mitsubishi,18900,crossover,106,3.8,Gas,yes,2007,Pajero Wagon,full
Hyundai,18300,other,0,,Other,yes,2012,Sonata,
Audi,49700,crossover,80,3.0,Diesel,yes,2013,Q7,full
Hyundai,9700,hatch,90,1.6,Diesel,yes,2010,i30,front
Volkswagen,1200,other,300,1.4,Gas,yes,2000,Caddy ����.,front
Renault,11950,vagon,177,1.5,Diesel,yes,2011,Megane,front
Citroen,9700,hatch,141,1.6,Petrol,yes,2011,C4,front
Volkswagen,8900,other,180,1.9,Diesel,yes,2010,Caddy ����.,front
Ford,8400,hatch,56,1.25,Petrol,yes,2012,Fiesta,front
Toyota,25749,sedan,0,2.5,Petrol,yes,2016,Camry,front
Mercedes-Benz,7600,van,240,2.2,Diesel,yes,2005,Vito ����.,rear
Honda,6500,crossover,318,2.0,Petrol,yes,1997,CR-V,full
Chery,3400,sedan,80,1.6,Gas,yes,2009,Amulet,front
Toyota,29500,crossover,63,4.0,Petrol,yes,2008,FJ Cruiser,full
Mercedes-Benz,19800,crossover,218,3.0,Diesel,yes,2006,ML 280,full
Volkswagen,10999,van,95,1.6,Diesel,yes,2012,Caddy ����.,front
BMW,29500,sedan,850,,Petrol,yes,2011,523,rear
BMW,39333,sedan,6,2.0,Petrol,yes,2016,520,
BMW,34500,other,160,3.0,Diesel,yes,2010,X5,full
Opel,3400,hatch,30,2.0,Petrol,yes,1990,Vectra A,front
Volkswagen,6800,van,170,2.0,Gas,no,2011,Caddy ����.,front
Audi,3000,vagon,270,2.5,Diesel,yes,1998,A4,front
Renault,11111,vagon,190,1.5,Diesel,yes,2011,Laguna,front
Mitsubishi,19800,crossover,67,2.0,Gas,yes,2013,Outlander,
Renault,5600,vagon,112,1.5,Diesel,yes,2006,Kangoo ����.,front
Audi,23900,sedan,180,3.0,Diesel,yes,2009,A6,full
Toyota,7000,crossover,150,2.0,Petrol,yes,2000,Rav 4,front
GAZ,2399,van,120,2.5,Gas,yes,2008,2752 ������,rear
Mazda,7000,sedan,170,2.0,Petrol,yes,2005,3,front
Volkswagen,17900,vagon,115,1.8,Petrol,yes,2012,Passat B7,front
Peugeot,4700,sedan,315,2.0,Petrol,yes,2003,406,front
Nissan,7500,sedan,181,1.8,Petrol,yes,2007,Primera,front
BMW,2200,sedan,303,2.5,Diesel,no,1999,525,rear
Daewoo,2780,hatch,62,0.8,Petrol,yes,2007,Matiz,front
Renault,9700,van,152,2.0,Diesel,yes,2010,Trafic ����.,front
Audi,8300,sedan,186,2.5,Diesel,yes,1996,A6,front
Toyota,20859,crossover,1,2.0,Petrol,yes,2016,Rav 4,front
Volkswagen,34500,van,167,2.0,Diesel,yes,2013,Multivan,front
Lancia,1950,sedan,1,2.5,Diesel,yes,1990,Thema,front
Skoda,7600,vagon,167,1.6,Petrol,yes,2007,Octavia,front
Skoda,15500,vagon,180,1.8,Petrol,yes,2011,Superb,front
Hyundai,14200,sedan,41,1.8,Gas,yes,2014,Elantra,front
Volkswagen,20800,crossover,151,3.0,Diesel,yes,2008,Touareg,full
Toyota,21950,crossover,141,2.7,Gas,yes,2010,Venza,full
Audi,3550,sedan,215,2.5,Diesel,no,2001,A6,front
VAZ,2450,sedan,28,1.5,Petrol,yes,2001,2106,rear
BMW,45500,other,26,2.0,Diesel,yes,2015,520,rear
Opel,3500,hatch,22,2.2,Diesel,no,2003,Vectra C,front
Citroen,9900,vagon,177,1.6,Diesel,yes,2013,C5,
Volkswagen,4100,vagon,350,1.9,Diesel,yes,2003,Passat B5,front
BMW,16500,crossover,230,3.0,Gas,yes,2004,X5,full
Tesla,58000,sedan,8,,Other,yes,2013,Model S,front
Ford,12500,sedan,99,1.6,Petrol,yes,2012,Mondeo,front
Volkswagen,5900,van,278,1.9,Diesel,yes,2005,Caddy ����.,front
BMW,18700,crossover,260,3.0,Diesel,yes,2006,X5,full
Opel,5000,van,190,1.3,Diesel,yes,2005,Combo ����.,front
Daewoo,3800,sedan,170,1.5,Gas,yes,2007,Lanos,front
Audi,14900,crossover,183,3.6,Petrol,no,2007,Q7,full
Volkswagen,5000,hatch,220,1.4,Petrol,yes,2003,Polo,front
Hyundai,9200,hatch,7,1.2,Petrol,yes,2011,i10,front
Chevrolet,5300,other,125,1.6,Gas,yes,2007,Aveo,front
Ford,10700,sedan,170,2.0,Diesel,yes,2008,Mondeo,front
Geely,4700,sedan,175,1.6,Gas,yes,2008,MK,front
Mercedes-Benz,29900,crossover,86,3.0,Gas,yes,2010,GLK 300,
Nissan,15000,sedan,92,3.5,Petrol,yes,2008,Teana,front
UAZ,5500,crossover,1,2.4,Petrol,yes,2016,469,full
Chevrolet,4999,sedan,117,1.6,Petrol,yes,2008,Aveo,front
Hyundai,6500,sedan,65,1.4,Petrol,yes,2008,Accent,front
Toyota,21900,crossover,110,4.0,Gas,yes,2006,FJ Cruiser,
Nissan,1250,other,200,1.4,Petrol,no,1999,Almera,front
Renault,12000,van,137,1.5,Diesel,yes,2012,Grand Scenic,front
Nissan,2300,hatch,1,1.4,Other,yes,1992,Sunny,front
Mercedes-Benz,93555,crossover,0,,Other,yes,2016,GLS 350,
Opel,5500,other,180,1.3,Diesel,yes,2009,Combo ����.,front
Chevrolet,7800,sedan,85,1.6,Gas,yes,2012,Lacetti,front
Volkswagen,33700,van,11,1.4,Petrol,yes,2016,Touran,front
Ford,10600,sedan,96,1.6,Petrol,yes,2011,Focus,front
Hyundai,8999,hatch,56,1.6,Petrol,yes,2010,i30,front
Ford,6490,hatch,150,1.4,Gas,yes,2006,Fiesta,front
Toyota,14299,sedan,83,2.0,Petrol,yes,2009,Avensis,front
Nissan,5300,hatch,107,1.2,Petrol,yes,2008,Micra,front
BMW,8000,crossover,214,4.4,Petrol,no,2000,X5,full
BMW,37000,crossover,186,5.0,Petrol,yes,2008,X6,full
Tesla,89000,sedan,1,,Other,yes,2016,Model S,rear
Ford,16600,other,30,2.2,Diesel,yes,2013,Ranger,full
Mercedes-Benz,6800,van,242,2.2,Diesel,yes,1999,Vito ����.,front
Renault,7400,van,156,1.5,Diesel,yes,2012,Kangoo ����.,front
ZAZ,5000,hatch,32,1.5,Gas,yes,2012,Forza,front
Audi,33900,other,14,1.8,Petrol,yes,2014,TT,front
Volkswagen,7800,vagon,289,,Diesel,yes,2003,Passat B5,front
Hyundai,11300,crossover,166,2.0,Petrol,yes,2008,Tucson,full
Renault,1200,sedan,240,1.7,Gas,yes,1988,9,front
Lexus,20500,crossover,167,3.5,Petrol,yes,2007,RX 350,full
Fiat,12500,van,92,1.4,Gas,yes,2013,Doblo ����.,front
Mercedes-Benz,13995,van,126,2.2,Diesel,yes,2013,Vito ����.,
Ford,53900,other,1,2.3,Petrol,yes,2016,Mustang,rear
Toyota,29000,vagon,60,2.2,Diesel,yes,2013,Rav 4,full
Daewoo,3300,sedan,123,1.3,Petrol,yes,2005,Sens,rear
Skoda,12500,sedan,105,1.8,Petrol,yes,2010,Superb,front
Land Rover,44000,crossover,99,5.0,Petrol,yes,2010,Range Rover,full
Hyundai,19700,crossover,127,2.2,Diesel,yes,2012,Santa FE,full
BMW,2500,sedan,242,3.0,Diesel,no,2001,530,rear
Skoda,21300,hatch,57,2.0,Diesel,yes,2014,Octavia A7,front
Fiat,7900,van,140,2.0,Diesel,yes,2011,Doblo ����.,front
Infiniti,12900,hatch,145,3.5,Gas,yes,2003,FX 35,full
BMW,7000,sedan,227,3.0,Diesel,no,2004,730,rear
Toyota,28500,sedan,16,2.5,Petrol,yes,2015,Camry,front
BMW,10600,sedan,1,3.0,Diesel,yes,2000,530,rear
Ford,12000,hatch,44,1.0,Petrol,yes,2013,Focus,front
Mercedes-Benz,14200,crossover,210,,Gas,yes,2004,ML 350,full
Fiat,6150,other,230,1.9,Diesel,yes,2006,Doblo ����.,front
Opel,3250,sedan,140,1.6,Petrol,yes,1996,Vectra B,front
VAZ,5700,hatch,120,1.6,Petrol,yes,2012,2172,front
Hyundai,37400,crossover,0,2.2,Diesel,yes,2016,Santa FE,full
VAZ,5250,sedan,56,1.6,Gas,yes,2008,2170,front
Mitsubishi,6700,sedan,155,1.6,Gas,yes,2007,Lancer,front
VAZ,2650,hatch,120,1.6,Other,yes,2008,2109,
Mitsubishi,8200,sedan,139,1.5,Other,yes,2012,Lancer X,front
Lexus,22200,sedan,172,4.6,Petrol,yes,2008,LS 460,rear
Mitsubishi,12500,crossover,120,2.5,Diesel,yes,2007,Pajero Sport,full
Infiniti,24900,crossover,49,3.5,Petrol,yes,2009,FX 35,full
Renault,7700,vagon,200,1.5,Diesel,yes,2007,Megane,front
Hyundai,18499,crossover,39,2.0,Petrol,yes,2011,IX35,full
Lexus,7300,sedan,360,3.0,Petrol,yes,1998,GS 300,rear
Ford,800,sedan,500,,Other,yes,1991,Sierra,
Opel,4500,sedan,258,2.0,Gas,yes,1996,Omega,rear
Toyota,32950,other,50,5.7,Petrol,yes,2013,Tundra,full
Mazda,13300,crossover,122,2.3,Gas,yes,2010,CX-7,full
Audi,2400,sedan,305,2.3,Gas,yes,1989,100,front
Kia,3499,sedan,220,1.5,Petrol,yes,2001,Shuma,front
Mitsubishi,11100,vagon,132,2.4,Gas,yes,2006,Grandis,front
Volkswagen,8100,sedan,198,1.6,Petrol,yes,2007,Jetta,front
Skoda,5850,hatch,122,1.4,Petrol,yes,2007,Fabia,front
VAZ,3600,hatch,62,1.6,Petrol,yes,2008,21093,front
Kia,12800,hatch,50,1.6,Petrol,yes,2012,Soul,front
Nissan,3500,vagon,323,2.0,Petrol,yes,1994,Primera,front
Subaru,10799,crossover,140,2.0,Petrol,yes,2008,Forester,full
Mercedes-Benz,14200,van,180,2.2,Diesel,yes,2007,Vito ����.,
Opel,2600,van,270,1.3,Diesel,no,2007,Combo ����.,front
Volkswagen,11500,sedan,130,2.0,Diesel,yes,2008,Passat B6,front
Renault,9250,vagon,220,1.5,Diesel,yes,2010,Megane,front
VAZ,2500,sedan,82,1.5,Petrol,yes,2007,2107,rear
Opel,14000,van,210,2.5,Diesel,yes,2011,Vivaro ����.,front
Hyundai,6750,crossover,178,2.0,Diesel,no,2006,Tucson,full
Land Rover,16500,crossover,213,2.7,Diesel,yes,2006,Discovery,full
Nissan,24000,crossover,161,3.0,Diesel,yes,2006,Patrol,
GAZ,1800,sedan,100,2.3,Gas,yes,2000,3110,rear
Volkswagen,45000,sedan,90,3.0,Diesel,yes,2011,Phaeton,full
Audi,92222,crossover,0,3.0,Diesel,yes,2016,Q7,full
SsangYong,16500,crossover,73,2.0,Diesel,yes,2013,Korando,
Subaru,10500,vagon,162,2.5,Gas,yes,2007,Outback,full
Chevrolet,8200,sedan,82,1.6,Gas,yes,2012,Lacetti,front
Smart,12000,other,16,1.0,Petrol,yes,2014,Fortwo,rear
Ford,4000,sedan,250,2.5,Gas,yes,1997,Mondeo,front
Skoda,11950,hatch,117,1.6,Gas,yes,2012,Octavia A5,front
Toyota,9100,sedan,151,1.6,Gas,yes,2007,Corolla,front
SsangYong,12300,van,107,2.7,Diesel,yes,2008,Rodius,full
Lexus,32500,sedan,110,4.6,Petrol,yes,2010,LS 460,full
Kia,11900,crossover,130,2.5,Diesel,yes,2008,Sorento,full
BMW,16700,crossover,260,4.4,Petrol,yes,2003,X5,full
Hyundai,12333,crossover,78,2.0,Petrol,yes,2009,Tucson,full
Citroen,11500,hatch,100,1.6,Diesel,yes,2013,C4,front
Mercedes-Benz,12900,sedan,255,2.7,Diesel,yes,2003,E-Class,rear
Opel,3299,vagon,263,1.6,Petrol,yes,1998,Astra F,front
Peugeot,8450,van,230,1.6,Diesel,yes,2008,Partner ����.,front
Mercedes-Benz,18700,sedan,105,5.5,Petrol,yes,2006,S 500,rear
BMW,29900,sedan,175,2.0,Diesel,yes,2011,520,rear
Mercedes-Benz,2900,other,248,2.0,Petrol,no,1999,CLK 200,rear
Chery,2600,hatch,110,,Petrol,yes,2008,QQ,front
Fiat,4100,van,270,1.9,Diesel,yes,1999,Scudo ����.,front
Renault,3300,van,256,1.5,Diesel,yes,2005,Kangoo ����.,front
Dodge,3550,sedan,303,2.0,Gas,yes,1994,Neon,front
Seat,7350,hatch,205,,Gas,yes,2005,Leon,front
Lexus,10500,sedan,178,3.0,Gas,yes,2003,ES 300,front
Renault,13321,crossover,0,1.5,Diesel,yes,2016,Sandero StepWay,front
VAZ,1700,hatch,500,1.3,Petrol,yes,1986,2108,front
Audi,28500,crossover,74,2.0,Petrol,yes,2010,Q5,full
Land Rover,46900,crossover,115,3.0,Diesel,yes,2012,Range Rover Sport,full
Mazda,9200,sedan,124,2.0,Petrol,yes,2007,3,front
BMW,8999,sedan,250,1.9,Petrol,yes,2001,316,rear
ZAZ,1750,sedan,100,1.2,Petrol,yes,2005,1103 �������,front
Seat,7100,hatch,109,2.0,Petrol,yes,2008,Ibiza,front
Fiat,8500,vagon,60,1.4,Petrol,yes,2012,Doblo ����.,
Renault,10500,vagon,185,1.5,Diesel,yes,2011,Megane,front
VAZ,4000,hatch,104,1.6,Petrol,yes,2008,2112,front
Skoda,5800,sedan,250,1.6,Petrol,yes,2001,Octavia,front
Mitsubishi,7500,sedan,79,1.6,Gas,yes,2008,Lancer,front
Mazda,12500,crossover,95,2.3,Gas,yes,2007,CX-7,full
BMW,19990,sedan,1,2.0,Diesel,yes,2008,320,rear
Volkswagen,14700,sedan,97,1.4,Gas,yes,2012,Passat B7,front
Ford,16400,crossover,87,2.5,Petrol,yes,2010,Kuga,full
Toyota,21999,crossover,69,3.5,Petrol,yes,2008,Highlander,full
Suzuki,8500,crossover,129,1.3,Petrol,yes,2006,Jimny,full
VAZ,2900,sedan,84,1.6,Petrol,yes,2007,21099,front
Citroen,11800,hatch,62,1.6,Gas,yes,2012,C4,front
Mazda,8900,sedan,150,2.0,Gas,yes,2004,6,front
Volkswagen,8300,hatch,147,1.6,Gas,yes,2006,Golf Plus,front
Renault,8250,sedan,16,1.2,Petrol,yes,2014,Logan,front
Audi,4000,sedan,263,1.9,Diesel,yes,1996,A4,front
Mitsubishi,1450,crossover,245,2.8,Diesel,no,1996,Pajero,full
BMW,5800,other,400,2.0,Petrol,yes,1998,520,rear
Fiat,1900,sedan,290,1.6,Gas,yes,1996,Tempra,front
Mercedes-Benz,2200,sedan,168,2.0,Petrol,no,1994,E-Class,rear
Volkswagen,9300,van,200,1.6,Diesel,yes,2011,Caddy ����.,front
Skoda,5200,hatch,183,1.2,Gas,yes,2006,Fabia,front
Chevrolet,12555,sedan,77,1.8,Gas,yes,2011,Cruze,front
Ford,12099,sedan,109,1.6,Gas,yes,2011,Focus,front
Alfa Romeo,11900,sedan,156,2.2,Petrol,yes,2008,159,front
Toyota,35500,crossover,165,4.0,Gas,yes,2011,Land Cruiser Prado,full
Opel,2000,vagon,95,1.6,Petrol,yes,1990,Kadett,front
BMW,34900,vagon,136,2.0,Diesel,yes,2012,520,rear
Peugeot,6900,van,370,2.2,Diesel,yes,2004,Boxer ����.,front
Skoda,11900,sedan,161,1.8,Petrol,yes,2009,Superb,front
Audi,10999,sedan,200,1.8,Petrol,yes,2006,A4,front
Chevrolet,5400,sedan,103,1.5,Petrol,yes,2006,Aveo,front
Mitsubishi,6999,sedan,113,1.5,Petrol,yes,2007,Lancer X,front
BMW,3499,sedan,101,2.5,Petrol,yes,1990,525,rear
Audi,13200,vagon,182,2.7,Gas,yes,2003,A6 Allroad,full
Renault,7500,vagon,98,1.4,Petrol,yes,2007,Kangoo ����.,
Toyota,18900,crossover,90,2.0,Petrol,yes,2010,Rav 4,full
VAZ,3600,hatch,137,1.6,Petrol,yes,2005,2112,front
Daewoo,2600,sedan,156,1.5,Gas,yes,2005,Nexia,front
Porsche,42000,other,49,3.8,Petrol,yes,2008,911,full
Opel,7100,hatch,201,1.6,Gas,yes,2005,Astra H,front
Lexus,47000,crossover,1,5.7,Petrol,yes,2008,LX 570,full
Renault,11800,other,179,1.5,Diesel,yes,2012,Megane,front
Hyundai,9500,sedan,155,3.3,Petrol,yes,2006,Sonata,front
Peugeot,7350,sedan,205,2.2,Gas,yes,2004,407,front
Mazda,7500,sedan,170,2.0,Petrol,yes,2005,3,
Volkswagen,2600,van,10,2.4,Diesel,yes,1988,LT ����.,rear
Mercedes-Benz,5500,other,220,2.2,Diesel,yes,2002,Vito ����.,front
Opel,13000,sedan,19,2.2,Petrol,yes,2007,Vectra C,front
Volkswagen,2700,hatch,400,1.8,Gas,yes,1989,Golf II,front
Volkswagen,9999,van,165,1.6,Diesel,yes,2012,Caddy ����.,
Renault,7200,van,285,1.9,Diesel,yes,2002,Trafic ����.,front
Mitsubishi,6300,crossover,235,3.2,Diesel,no,2001,Pajero,full
Renault,4000,sedan,215,1.9,Diesel,no,2005,Laguna,front
SsangYong,11500,crossover,165,2.7,Diesel,yes,2008,Rexton II,full
Toyota,9300,sedan,185,1.6,Gas,yes,2008,Corolla,front
BMW,33500,sedan,1,1.5,Petrol,yes,2015,318,rear
Honda,19600,sedan,69,2.4,Petrol,yes,2012,Accord,front
Audi,3700,hatch,420,2.0,Diesel,no,2004,A3,front
Audi,3200,vagon,244,2.0,Other,no,2006,A4,front
Daewoo,4650,sedan,63,1.5,Petrol,yes,2007,Lanos,front
Skoda,14800,vagon,90,1.8,Petrol,yes,2011,Superb,
Skoda,18255,sedan,0,1.6,Petrol,yes,2016,Rapid,front
Chevrolet,4500,sedan,77,1.5,Petrol,yes,2005,Aveo,
Skoda,10500,sedan,170,1.8,Gas,yes,2008,Superb,front
Volkswagen,13500,sedan,104,1.8,Petrol,yes,2010,Passat B6,front
Hyundai,20300,crossover,67,2.0,Diesel,yes,2012,IX35,full
Ford,2500,sedan,313,1.6,Petrol,yes,1993,Mondeo,front
Honda,16777,sedan,77,2.4,Petrol,yes,2011,Accord,front
Volkswagen,10000,sedan,56,1.8,Petrol,no,2015,Passat B7,front
Skoda,12300,other,102,1.8,Petrol,yes,2010,Octavia A5,front
Nissan,13000,crossover,159,3.5,Petrol,yes,2007,Murano,full
Volkswagen,10200,van,137,1.9,Diesel,yes,2008,Caddy ����.,front
Toyota,15500,sedan,129,3.5,Other,yes,2008,Camry,front
Renault,6000,van,1,1.9,Diesel,yes,2005,Trafic ����.,front
Nissan,29077,crossover,0,1.6,Diesel,yes,2016,X-Trail,front
VAZ,3400,sedan,109,1.6,Petrol,yes,2008,2115,front
BMW,11700,sedan,270,3.0,Diesel,yes,2003,530,rear
Mitsubishi,17500,crossover,194,3.2,Diesel,yes,2008,Pajero Wagon,full
VAZ,2550,sedan,142,1.5,Petrol,yes,2006,21093,front
UAZ,2200,crossover,76,2.4,Gas,yes,1976,469,full
Ford,11400,hatch,42,1.0,Petrol,yes,2013,Focus,front
Renault,9900,crossover,201,1.9,Diesel,yes,2006,Kangoo ����.,full
Opel,3200,hatch,386,2.0,Gas,yes,1995,Vectra B,front
BMW,69999,crossover,0,2.5,Diesel,yes,2016,X5,full
Audi,3550,sedan,196,2.8,Petrol,no,1997,A8,front
Audi,8000,sedan,234,2.4,Petrol,yes,1998,A6,full
Skoda,8500,hatch,66,1.4,Petrol,yes,2013,Fabia,front
Toyota,11700,sedan,131,2.4,Petrol,yes,2007,Camry,front
Honda,3200,sedan,330,1.4,Petrol,yes,1998,Civic,front
Land Rover,20500,crossover,119,,Diesel,yes,2006,Range Rover Sport,full
VAZ,2200,sedan,160,1.5,Petrol,yes,2006,2107,rear
Mercedes-Benz,26800,vagon,160,2.2,Diesel,yes,2014,E-Class,rear
Volkswagen,22800,other,161,2.0,Diesel,yes,2011,Amarok,full
Land Rover,29500,crossover,141,3.6,Diesel,yes,2008,Range Rover,full
Toyota,24000,crossover,270,4.2,Diesel,yes,1994,Land Cruiser 80,full
Nissan,25800,crossover,96,1.6,Diesel,yes,2014,Qashqai,front
Fiat,7200,vagon,107,1.3,Diesel,yes,2008,Doblo ����.,front
Jeep,27000,crossover,40,3.8,Other,yes,2009,Wrangler,full
BMW,22500,other,100,3.0,Petrol,yes,2007,630,rear
Infiniti,37900,crossover,32,3.7,Petrol,yes,2013,FX 37,full
Renault,5700,van,180,1.5,Diesel,yes,2007,Kangoo ����.,front
Mercedes-Benz,16800,sedan,125,1.8,Petrol,yes,2008,C-Class,rear
Hyundai,22800,crossover,0,2.0,Petrol,yes,2016,Tucson,front
Acura,38200,sedan,4,2.4,Petrol,yes,2015,TLX,front
BMW,34400,crossover,37,2.0,Diesel,yes,2013,X1,full
Subaru,18700,crossover,98,2.5,Petrol,yes,2011,Outback,full
Chevrolet,3400,sedan,150,1.5,Petrol,yes,2004,Aveo,front
Nissan,10500,crossover,155,2.5,Gas,yes,2007,X-Trail,full
Audi,1850,sedan,250,2.5,Diesel,no,1999,A4,front
Daewoo,3600,hatch,106,0.8,Petrol,yes,2006,Matiz,front
BMW,57000,other,20,3.5,Petrol,yes,2013,X6,
Renault,12350,van,159,2.0,Diesel,yes,2010,Trafic ����.,front
Toyota,17900,crossover,133,2.7,Gas,yes,2007,Land Cruiser Prado,full
Chrysler,4950,van,346,2.5,Diesel,yes,2000,Voyager,front
Fiat,4000,van,999,2.5,Diesel,yes,1998,Ducato ����.,front
Volkswagen,5200,vagon,248,2.0,Diesel,no,2005,Passat B6,front
Mercedes-Benz,5000,sedan,215,2.6,Gas,yes,1992,E-Class,rear
Volkswagen,10000,van,71,1.2,Petrol,yes,2013,Caddy ����.,front
Daewoo,4799,hatch,34,0.8,Petrol,yes,2012,Matiz,front
Mercedes-Benz,1600,hatch,180,,Petrol,no,2000,A 160,front
BMW,11900,sedan,1,2.8,Petrol,yes,2002,528,rear
Nissan,38800,crossover,112,5.6,Petrol,yes,2012,Patrol,full
Toyota,12500,sedan,138,3.5,Petrol,yes,2007,Camry,front
Kia,9500,sedan,58,1.6,Petrol,yes,2013,Cerato,front
Mercedes-Benz,11000,sedan,263,3.2,Diesel,yes,2001,E-Class,rear
Renault,4350,van,188,1.5,Diesel,yes,2004,Kangoo ����.,front
VAZ,1200,crossover,22,1.6,Petrol,yes,1986,2121,full
BMW,8900,sedan,240,2.0,Diesel,yes,2001,320,rear
Mazda,12900,sedan,65,2.0,Gas,yes,2009,6,front
Mercedes-Benz,50000,sedan,240,3.5,Petrol,yes,2006,S 350,rear
Subaru,13500,crossover,203,2.0,Gas,yes,2008,Forester,full
SsangYong,13700,crossover,100,2.7,Diesel,yes,2010,Rexton II,full
Renault,7400,vagon,242,1.5,Diesel,yes,2007,Megane,front
Volkswagen,3300,sedan,200,1.8,Petrol,yes,1989,Passat B3,front
Lexus,15000,sedan,147,2.5,Other,yes,2007,IS 250,rear
Volkswagen,6700,van,300,2.4,Diesel,yes,2000,T4 (Transporter) ����.,front
SsangYong,10999,crossover,140,2.0,Diesel,yes,2007,Kyron,full
Toyota,26250,sedan,17,2.5,Petrol,yes,2015,Camry,front
VAZ,3100,sedan,140,1.6,Petrol,yes,2007,2170,front
Volvo,10200,sedan,143,2.4,Other,yes,2006,S80,front
VAZ,750,sedan,20,1.5,Petrol,yes,1975,2103,rear
Ford,16900,sedan,79,2.0,Petrol,yes,2012,Mondeo,front
Mercedes-Benz,9999,sedan,322,2.7,Diesel,yes,2000,E-Class,rear
ZAZ,1950,sedan,67,1.2,Petrol,yes,2005,1103 �������,front
VAZ,2300,hatch,137,1.5,Gas,yes,2004,2109,front
BMW,18500,sedan,114,2.0,Gas,yes,2008,520,rear
VAZ,722,sedan,10,1.2,Petrol,yes,1984,2101,rear
Volvo,23880,sedan,127,3.0,Petrol,yes,2011,S80,full
Lexus,19500,sedan,116,3.5,Other,yes,2007,GS 350,full
Ford,7500,hatch,138,1.4,Petrol,yes,2008,Focus,front
BMW,7500,sedan,275,2.0,Gas,yes,1998,520,rear
ZAZ,5950,hatch,12,1.5,Petrol,yes,2015,Lanos,front
Volkswagen,4900,sedan,500,1.9,Diesel,yes,1995,Passat B4,front
Toyota,14700,vagon,98,2.0,Gas,yes,2008,Rav 4,full
VAZ,4600,crossover,95,1.7,Petrol,yes,2007,2121,full
Hyundai,17600,crossover,83,2.0,Petrol,yes,2011,IX35,full
Ford,18300,crossover,36,2.5,Petrol,yes,2012,Kuga,full
Hyundai,6999,sedan,91,1.4,Petrol,yes,2008,Accent,
Kia,8400,hatch,94,1.6,Diesel,yes,2007,Ceed,front
Fiat,6650,hatch,49,1.4,Petrol,yes,2007,Punto,front
Renault,11300,vagon,184,1.5,Diesel,yes,2011,Megane,front
Daewoo,3200,sedan,123,1.3,Gas,yes,2006,Sens,front
VAZ,2500,hatch,168,1.5,Petrol,yes,2002,2109,front
Nissan,16300,crossover,43,2.0,Petrol,yes,2013,Qashqai,front
BMW,66500,crossover,0,2.0,Other,yes,2016,X5,full
Citroen,7700,hatch,39,1.0,Petrol,yes,2012,C1,front
BMW,32500,sedan,148,3.0,Petrol,yes,2011,535,rear
Citroen,7700,hatch,83,1.6,Gas,yes,2008,C4,front
Renault,6555,vagon,180,1.5,Diesel,yes,2005,Megane,front
Nissan,12200,crossover,234,2.0,Petrol,yes,2007,Qashqai,full
Mercedes-Benz,8300,sedan,233,3.2,Diesel,yes,2001,320,rear
Suzuki,8700,crossover,95,,Petrol,yes,2008,Jimny,full
Land Rover,26700,crossover,171,3.6,Diesel,yes,2008,Range Rover Sport,full
Volkswagen,16999,sedan,105,1.8,Petrol,yes,2011,Passat B7,front
VAZ,1100,sedan,1,1.6,Petrol,yes,1977,2101,rear
Porsche,22000,crossover,130,3.6,Petrol,yes,2007,Cayenne,full
Toyota,9000,sedan,232,2.4,Petrol,yes,2005,Camry,front
Nissan,4700,sedan,230,3.0,Petrol,yes,2001,Maxima,front
Mitsubishi,800,sedan,340,,Other,yes,1986,Galant,
VAZ,4800,sedan,52,1.6,Petrol,yes,2008,2170,front
Opel,3100,hatch,245,1.0,Gas,yes,1990,Corsa,front
MINI,33000,other,30,2.0,Diesel,yes,2014,Paceman,full
Mercedes-Benz,5600,van,480,2.2,Diesel,yes,1999,Vito ����.,front
Toyota,72000,crossover,40,4.5,Diesel,yes,2014,Land Cruiser 200,full
Honda,19000,crossover,137,3.5,Petrol,yes,2008,Pilot,full
Peugeot,4800,van,170,1.9,Diesel,yes,2011,Partner ����.,front
Kia,18700,other,87,2.2,Diesel,yes,2010,Sorento,full
Peugeot,3699,sedan,230,2.0,Diesel,no,2005,407,front
Daewoo,3300,sedan,300,2.0,Gas,yes,2003,Nubira,front
Hyundai,21900,sedan,110,3.0,Petrol,yes,2012,Grandeur,front
Hyundai,36500,crossover,0,2.0,Diesel,yes,2016,Tucson,full
Hyundai,13999,sedan,9,1.4,Diesel,yes,2014,i30,front
Opel,6300,van,169,1.3,Diesel,yes,2009,Combo ����.,front
VAZ,1900,sedan,100,1.5,Other,yes,1993,21099,front
Audi,7999,sedan,177,2.7,Gas,yes,2003,A6,full
Chevrolet,6300,hatch,81,1.6,Petrol,yes,2009,Lacetti,front
